"group","subject","blockcode","trialcode","trialnum","stimulus","encoding_condition","old_object_condition","response","correct","latency"
"4","4","encoding","encoding","1","DeepFryer.jpg","3",".","0","0","1000"
"4","4","encoding","encoding","2","VinylRecord.jpg","3",".","36","0","731"
"4","4","encoding","encoding","3","Suitcase.jpg","1",".","37","0","745"
"4","4","encoding","encoding","4","Cologne.jpg","3",".","0","0","1000"
"4","4","encoding","encoding","5","DonaldDuck_Toy.jpg","3",".","0","0","1000"
"4","4","encoding","encoding","6","Bag_Toiletry.jpg","1",".","37","0","699"
"4","4","encoding","encoding","7","Boat_Colourful.jpg","1",".","37","0","877"
"4","4","encoding","encoding","8","Bucket_WoodenLight.jpg","1",".","37","0","623"
"4","4","encoding","encoding","9","Piano_Upright.jpg","3",".","0","0","1000"
"4","4","encoding","encoding","10","Jars_PetFood.jpg","1",".","37","0","962"
"4","4","encoding","encoding","11","RecorderInstrument.jpg","3",".","0","0","1000"
"4","4","encoding","encoding","12","MortarPestle_WhiteMarble.jpg","3",".","37","0","699"
"4","4","encoding","encoding","13","Piano_Upright.jpg","3",".","37","0","569"
"4","4","encoding","encoding","14","SaladCaesar.jpg","3",".","37","0","878"
"4","4","encoding","encoding","15","Snowpea.jpg","3",".","36","0","860"
"4","4","encoding","encoding","16","Puffin.jpg","1",".","0","0","1000"
"4","4","encoding","encoding","17","IceCubes.jpg","3",".","0","0","1000"
"4","4","encoding","encoding","18","Toy_Bat.jpg","3",".","0","0","1000"
"4","4","encoding","encoding","19","RecorderInstrument.jpg","3",".","37","0","761"
"4","4","encoding","encoding","20","PersonWooden.jpg","3",".","37","0","789"
"4","4","encoding","encoding","21","Card_TwoSpade.jpg","3",".","37","0","858"
"4","4","encoding","encoding","22","Clamp_Screw.jpg","3",".","37","0","880"
"4","4","encoding","encoding","23","Car_Buggy.jpg","3",".","37","0","723"
"4","4","encoding","encoding","24","Sink_Kitchen.jpg","3",".","37","0","721"
"4","4","encoding","encoding","25","Box_WoodCrate.jpg","1",".","37","0","612"
"4","4","encoding","encoding","26","Ginger.jpg","3",".","37","0","629"
"4","4","encoding","encoding","27","Toy_Dog.jpg","3",".","0","0","1000"
"4","4","encoding","encoding","28","NailFiles.jpg","3",".","0","0","1000"
"4","4","encoding","encoding","29","Cologne.jpg","3",".","37","0","810"
"4","4","encoding","encoding","30","Tray_Medical.jpg","3",".","0","0","1000"
"4","4","encoding","encoding","31","Stick_Stirring.jpg","1",".","37","0","841"
