"group","subject","blockcode","trialcode","trialnum","stimulus","encoding_condition","old_object_condition","response","correct","latency"
"30","30","encoding","encoding","1","F27.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","2","E16.jpg","1",".","0","0","1000"
"30","30","encoding","encoding","3","E54.jpg","1",".","0","0","1000"
"30","30","encoding","encoding","4","F51.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","5","F54.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","6","F23.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","7","E26.jpg","1",".","37","0","915"
"30","30","encoding","encoding","8","F6.jpg","3",".","37","0","976"
"30","30","encoding","encoding","9","F8.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","10","E12.jpg","1",".","0","0","1000"
"30","30","encoding","encoding","11","F79.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","12","E22.jpg","1",".","0","0","1000"
"30","30","encoding","encoding","13","F67.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","14","F68.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","15","F29.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","16","F0.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","17","E50.jpg","1",".","0","0","1000"
"30","30","encoding","encoding","18","F69.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","19","F8.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","20","F39.jpg","3",".","36","0","989"
"30","30","encoding","encoding","21","F25.jpg","3",".","37","0","932"
"30","30","encoding","encoding","22","F9.jpg","3",".","36","0","950"
"30","30","encoding","encoding","23","E14.jpg","1",".","0","0","1000"
"30","30","encoding","encoding","24","F43.jpg","3",".","37","0","841"
"30","30","encoding","encoding","25","F45.jpg","3",".","37","0","803"
"30","30","encoding","encoding","26","E56.jpg","1",".","37","0","894"
"30","30","encoding","encoding","27","E53.jpg","1",".","0","0","1000"
"30","30","encoding","encoding","28","F52.jpg","3",".","0","0","1000"
"30","30","encoding","encoding","29","F14.jpg","3",".","37","0","832"
"30","30","encoding","encoding","30","F78.jpg","3",".","37","0","776"
"30","30","encoding","encoding","31","F50.jpg","3",".","37","0","921"
