"group","subject","blockcode","trialcode","trialnum","stimulus","encoding_condition","old_object_condition","response","correct","latency"
"19","19","encoding","encoding","1","Hippopotamus.jpg","1",".","0","0","1000"
"19","19","encoding","encoding","2","BusStop.jpg","3",".","37","0","840"
"19","19","encoding","encoding","3","Bottle_Blue.jpg","1",".","37","0","898"
"19","19","encoding","encoding","4","NeedlesAcupuncture.jpg","1",".","37","0","816"
"19","19","encoding","encoding","5","LeatherPuncherTool.jpg","1",".","37","0","622"
"19","19","encoding","encoding","6","Bottle_Wine.jpg","3",".","37","0","763"
"19","19","encoding","encoding","7","Dress_Party.jpg","3",".","37","0","789"
"19","19","encoding","encoding","8","Flute_Wooden.jpg","3",".","37","0","839"
"19","19","encoding","encoding","9","Knife_Hunting.jpg","1",".","37","0","703"
"19","19","encoding","encoding","10","Knee.jpg","1",".","36","0","655"
"19","19","encoding","encoding","11","Bottle_Wine.jpg","3",".","37","0","703"
"19","19","encoding","encoding","12","Mug_Beer.jpg","3",".","37","0","598"
"19","19","encoding","encoding","13","Toy_RockingHorseBlack.jpg","3",".","37","0","820"
"19","19","encoding","encoding","14","MixingGlass.jpg","3",".","37","0","522"
"19","19","encoding","encoding","15","MonaLisa.jpg","3",".","37","0","606"
"19","19","encoding","encoding","16","Tripod.jpg","3",".","37","0","502"
"19","19","encoding","encoding","17","Sign_Wetfloor.jpg","1",".","37","0","579"
"19","19","encoding","encoding","18","SmokeDetector.jpg","3",".","37","0","574"
"19","19","encoding","encoding","19","CookieCutter_Bell.jpg","3",".","37","0","664"
"19","19","encoding","encoding","20","DogTreat.jpg","3",".","37","0","838"
"19","19","encoding","encoding","21","Shampoo.jpg","1",".","37","0","723"
"19","19","encoding","encoding","22","Chest_Toys.jpg","1",".","37","0","759"
"19","19","encoding","encoding","23","Light_Siren.jpg","3",".","37","0","436"
"19","19","encoding","encoding","24","Leaf_Clover.jpg","3",".","36","0","574"
"19","19","encoding","encoding","25","Fish_Rockbass.jpg","3",".","36","0","523"
"19","19","encoding","encoding","26","Exercise_Stretch.jpg","3",".","37","0","514"
"19","19","encoding","encoding","27","Blanket.jpg","3",".","37","0","601"
"19","19","encoding","encoding","28","Autocreeper.jpg","3",".","37","0","567"
"19","19","encoding","encoding","29","Mattress.jpg","1",".","37","0","404"
"19","19","encoding","encoding","30","Bird_Cardinal.jpg","1",".","36","0","601"
"19","19","encoding","encoding","31","JukeboxAntique.jpg","1",".","37","0","621"
"19","19","encoding","encoding","32","BicycleHandleGrip.jpg","3",".","37","0","795"
"19","19","encoding","encoding","33","Chair_BeanBag.jpg","1",".","37","0","625"
"19","19","encoding","encoding","34","Fruit_Cactus.jpg","3",".","36","0","625"
"19","19","encoding","encoding","35","Autocreeper.jpg","3",".","37","0","825"
"19","19","encoding","encoding","36","Pitcher.jpg","3",".","37","0","508"
"19","19","encoding","encoding","37","ShoulderPads.jpg","3",".","37","0","621"
"19","19","encoding","encoding","38","Saw.jpg","3",".","37","0","534"
"19","19","encoding","encoding","39","Mitt_Oven.jpg","3",".","37","0","708"
"19","19","encoding","encoding","40","Exercise_Stretch.jpg","3",".","37","0","603"
"19","19","encoding","encoding","41","Pipe_Drain.jpg","3",".","37","0","472"
"19","19","encoding","encoding","42","Candy_Chocolate.jpg","3",".","37","0","630"
"19","19","encoding","encoding","43","Fuse.jpg","1",".","37","0","748"
"19","19","encoding","encoding","44","Guitar_Acoustic.jpg","3",".","37","0","515"
"19","19","encoding","encoding","45","Toy_BlocksPlastic Colourful.jpg","3",".","37","0","611"
"19","19","encoding","encoding","46","DentistOverheadLight.jpg","3",".","37","0","505"
"19","19","encoding","encoding","47","Pineapple.jpg","1",".","36","0","515"
"19","19","encoding","encoding","48","Golf_Bag.jpg","3",".","37","0","575"
"19","19","encoding","encoding","49","BicycleBrake.jpg","3",".","37","0","625"
"19","19","encoding","encoding","50","Shoes_DutchClogs.jpg","3",".","37","0","644"
"19","19","encoding","encoding","51","Box_Jewellery.jpg","3",".","0","0","1000"
"19","19","encoding","encoding","52","DrinkingFountain.jpg","3",".","37","0","474"
"19","19","encoding","encoding","53","Bullet.jpg","1",".","37","0","848"
"19","19","encoding","encoding","54","WireStripper.jpg","3",".","37","0","610"
"19","19","encoding","encoding","55","Toys_Lego.jpg","3",".","37","0","744"
"19","19","encoding","encoding","56","Toy_Moose.jpg","1",".","37","0","868"
"19","19","encoding","encoding","57","Tickets_Blank.jpg","1",".","37","0","699"
"19","19","encoding","encoding","58","Speaker_OnStand.jpg","1",".","37","0","671"
"19","19","encoding","encoding","59","Lock_Combination.jpg","3",".","37","0","676"
"19","19","encoding","encoding","60","Helmet_Construction.jpg","3",".","37","0","631"
"19","19","encoding","encoding","61","Mitt_Oven.jpg","3",".","37","0","619"
"19","19","encoding","encoding","62","Megaphone.jpg","1",".","37","0","661"
"19","19","encoding","encoding","63","DoorBell.jpg","3",".","37","0","549"
"19","19","encoding","encoding","64","Flamingo_Cartoon.jpg","3",".","37","0","768"
"19","19","encoding","encoding","65","Table_Poker.jpg","3",".","37","0","849"
"19","19","encoding","encoding","67","Apple_RedAndGreen.jpg","3",".","36","0","878"
