"group","subject","blockcode","trialcode","trialnum","stimulus","encoding_condition","old_object_condition","response","correct","latency"
"10","10","encoding","encoding","1","D43.jpg","3",".","37","0","987"
"10","10","encoding","encoding","2","D60.jpg","3",".","36","0","840"
"10","10","encoding","encoding","3","D22.jpg","3",".","37","0","733"
"10","10","encoding","encoding","4","D66.jpg","3",".","0","0","1000"
"10","10","encoding","encoding","5","D16.jpg","3",".","37","0","512"
"10","10","encoding","encoding","6","C74.jpg","1",".","0","0","1000"
"10","10","encoding","encoding","7","D73.jpg","3",".","37","0","539"
"10","10","encoding","encoding","8","D16.jpg","3",".","37","0","568"
"10","10","encoding","encoding","9","D7.jpg","3",".","37","0","550"
"10","10","encoding","encoding","10","C69.jpg","1",".","37","0","603"
"10","10","encoding","encoding","11","D7.jpg","3",".","37","0","736"
"10","10","encoding","encoding","12","D45.jpg","3",".","0","0","1000"
"10","10","encoding","encoding","13","D33.jpg","3",".","37","0","987"
"10","10","encoding","encoding","14","D15.jpg","3",".","37","0","552"
"10","10","encoding","encoding","15","C47.jpg","1",".","36","0","430"
"10","10","encoding","encoding","16","C60.jpg","1",".","37","0","747"
"10","10","encoding","encoding","17","D8.jpg","3",".","37","0","513"
"10","10","encoding","encoding","18","D35.jpg","3",".","37","0","622"
"10","10","encoding","encoding","19","C33.jpg","1",".","37","0","707"
"10","10","encoding","encoding","20","C73.jpg","1",".","36","0","785"
"10","10","encoding","encoding","21","D68.jpg","3",".","37","0","782"
"10","10","encoding","encoding","22","D17.jpg","3",".","37","0","835"
"10","10","encoding","encoding","23","C12.jpg","1",".","37","0","601"
"10","10","encoding","encoding","24","D21.jpg","3",".","37","0","734"
"10","10","encoding","encoding","25","D48.jpg","3",".","37","0","571"
"10","10","encoding","encoding","26","C11.jpg","1",".","37","0","633"
"10","10","encoding","encoding","27","C14.jpg","1",".","37","0","702"
"10","10","encoding","encoding","28","D58.jpg","3",".","0","0","1000"
"10","10","encoding","encoding","29","D63.jpg","3",".","37","0","673"
"10","10","encoding","encoding","30","D29.jpg","3",".","37","0","526"
"10","10","encoding","encoding","31","D27.jpg","3",".","37","0","492"
"10","10","encoding","encoding","32","D50.jpg","3",".","37","0","513"
"10","10","encoding","encoding","33","C27.jpg","1",".","37","0","686"
"10","10","encoding","encoding","34","D71.jpg","3",".","37","0","660"
"10","10","encoding","encoding","35","C36.jpg","1",".","37","0","592"
"10","10","encoding","encoding","36","C16.jpg","1",".","37","0","646"
"10","10","encoding","encoding","37","D23.jpg","3",".","37","0","636"
"10","10","encoding","encoding","38","D6.jpg","3",".","37","0","537"
"10","10","encoding","encoding","39","C63.jpg","1",".","37","0","503"
"10","10","encoding","encoding","40","C53.jpg","1",".","37","0","620"
"10","10","encoding","encoding","41","D6.jpg","3",".","37","0","529"
"10","10","encoding","encoding","42","C26.jpg","1",".","37","0","495"
"10","10","encoding","encoding","43","D6.jpg","3",".","37","0","507"
"10","10","encoding","encoding","44","D19.jpg","3",".","37","0","776"
"10","10","encoding","encoding","45","D58.jpg","3",".","36","0","822"
"10","10","encoding","encoding","46","D61.jpg","3",".","0","0","1000"
"10","10","encoding","encoding","47","C58.jpg","1",".","37","0","696"
"10","10","encoding","encoding","48","C35.jpg","1",".","37","0","566"
"10","10","encoding","encoding","49","D40.jpg","3",".","37","0","507"
"10","10","encoding","encoding","50","D13.jpg","3",".","37","0","473"
"10","10","encoding","encoding","51","D76.jpg","3",".","37","0","582"
"10","10","encoding","encoding","52","D39.jpg","3",".","37","0","475"
"10","10","encoding","encoding","53","D49.jpg","3",".","36","0","849"
"10","10","encoding","encoding","54","D62.jpg","3",".","0","0","1000"
"10","10","encoding","encoding","55","D12.jpg","3",".","37","0","659"
"10","10","encoding","encoding","56","D57.jpg","3",".","36","0","769"
"10","10","encoding","encoding","57","D41.jpg","3",".","36","0","966"
"10","10","encoding","encoding","58","C67.jpg","1",".","36","0","691"
"10","10","encoding","encoding","59","D51.jpg","3",".","37","0","825"
"10","10","encoding","encoding","60","D31.jpg","3",".","37","0","606"
