"","stimulus","h_index","modal_response","proportion_response","emotional_score","humanmade_score","outdoors_score","shoebox_score","memory_hits","dprime"
"39","BabyMonitor.jpg",2.62924922385603,"baby monitor",0.421052631578947,0.0463120105813255,1,0,0,0.52,1.27079393231208
"40","Backhoe.jpg",3.72548055699787,"bulldozer",0.111111111111111,0.28097302322811,1,1,1,0.870967741935484,1.97259884181807
"41","Backpack_Suitcase.jpg",2.97084001310199,"backpack",0.315789473684211,-0.0195451645625877,1,0.666666666666667,1,0.72,1.61279826949658
"42","Backpack_Travel.jpg",1.73136002919091,"backpack",0.647058823529412,0.430854542466433,1,0.875,0.666666666666667,0.75,2.34288094414316
"43","BadgeSpecialAgent.jpg",1.67838982472352,"police badge",0.5,0.647256141625511,1,0.666666666666667,0.285714285714286,0.791666666666667,2.91238329434438
"44","Bag_Camera.jpg",2.99662414151099,"bag",0.277777777777778,-0.204933750744252,1,0.428571428571429,0.125,0.592592592592593,0.970535111290749
"45","Bag_Computer.jpg",2.17397313460441,"briefcase",0.529411764705882,0.134040169298722,1,0.166666666666667,0.875,0.863636363636364,1.82471685297516
"46","Bag_Diaper.jpg",2.66329080817766,"bag",0.333333333333333,-0.224730275563151,1,0,0.5,0.666666666666667,2.1623916954177
"47","Bag_Doctor.jpg",3.49922754713269,"purse",0.117647058823529,-0.396042513762416,1,0.142857142857143,0.75,0.703703703703704,1.40450658837521
"48","Bag_Garbage.jpg",1.98504866345399,"trash bag",0.571428571428571,-0.825898172937341,0.888888888888889,0.714285714285714,0.875,0.92,3.44190569201102
"49","Bag_Gift.jpg",1.48322619697091,"bag",0.473684210526316,-0.452524507876039,1,0.333333333333333,0.714285714285714,0.869565217391304,2.76919185852011
"50","Bag_Grains.jpg",3.73452166477975,"wheat",0.117647058823529,-1.21907088596246,0.444444444444444,0.6,1,0.888888888888889,2.23353368629204
"51","Bag_Groceries.jpg",1.82823443707321,"groceries",0.526315789473684,0.743747230134537,0.5,0,1,0.884615384615385,2.39675940461385
"52","Bag_Gym.jpg",2.71532669877181,"duffle bag",0.263157894736842,-0.504377230196369,1,0.333333333333333,1,0.857142857142857,2.06202840708789
"53","Bag_Hand.jpg",2.54232898941376,"bag",0.368421052631579,-0.423215399347976,1,0.25,0.285714285714286,0.608695652173913,1.29599729589416
"54","Bag_PaperWithFlour.jpg",2.607861226142,"flour",0.368421052631579,-0.608931545836484,0.75,0.348837209302326,0.857142857142857,0.92156862745098,2.50536407574661
"55","Bag_Saline.jpg",2.85595364286436,"iv bag",0.388888888888889,-0.351348738511286,1,0.125,0.2,0.68,1.85069292621515
"56","Bag_Satchel.jpg",3.3502090290999,"purse",0.222222222222222,0.00831599847812149,1,0.111111111111111,0.75,0.745454545454545,1.96040733221789
"57","Bag_String.jpg",2.62924922385603,"bag",0.421052631578947,-0.650846357951411,1,0.204545454545455,0.625,0.814814814814815,2.68193538014467
"58","Bag_Toiletry.jpg",3.61443873098343,"bag",0.342857142857143,-0.24317004683214,0.9,0.0909090909090909,0.571428571428571,0.634615384615385,2.14684555362221
"59","Bagel.jpg",1.82103195813382,"bagel",0.529411764705882,0.5484413601882,1,0.125,0.2,0.833333333333333,1.16662289089097
"60","Bagpipes.jpg",1.78431512885549,"bagpipes",0.578947368421053,0.0811357147481283,1,0.428571428571429,1,0.954545454545455,3.47677719084597
"61","BakingDish.jpg",2.27835181171131,"pan",0.470588235294118,-0.553344731647429,1,0.125,0.444444444444444,0.555555555555556,1.90853533740057
"62","Balalaika.jpg",2.93299930663729,"guitar",0.333333333333333,-0.446896756224653,1,0.2,1,0.772727272727273,2.46965512716436
"63","Balcony.jpg",3.82687488186464,"cage",0.105263157894737,-0.00759804797471342,1,1,0.888888888888889,0.933333333333333,3.21276125255375
"64","Ball_8.jpg",2.18878706780238,"8 ball",0.307692307692308,-0.184402599549381,1,0.375,0.222222222222222,0.928571428571429,3.17690909919525
"65","Ball_Baseball.jpg",0.785235442391543,"baseball",0.833333333333333,0.38937628296372,1,0.818181818181818,0.142857142857143,0.823529411764706,2.77749578014868
"66","Ball_Basketball.jpg",0.59072391864065,"basketball",0.894736842105263,-0.0679848132176225,1,0.714285714285714,0.875,0.928571428571429,3.23405883120423
"67","Ball_Bowling.jpg",0,"bowling ball",1,0.99329147369494,1,0.285714285714286,0.7,0.966666666666667,3.28001822873409
"68","Ball_Disco.jpg",0.927447923212312,"disco ball",0.826086956521739,-0.3377331276793,1,0.125,0.777777777777778,0.777777777777778,2.47638498029612
"69","Ball_Football.jpg",0.64020643336047,"football",0.882352941176471,-0.326945960801354,1,0.857142857142857,0.428571428571429,0.884615384615385,1.97941351382963
"70","Ball_Golf.jpg",0.879506460812006,"golf ball",0.842105263157895,-0.727981045170794,1,0.571428571428571,0.25,0.846153846153846,2.40307035988684
"71","Ball_Squashball.jpg",1.25771482149539,"ball",0.764705882352941,-0.626761856769578,1,0.666666666666667,0.714285714285714,0.72,2.66819707330304
"72","Ball_Tennis.jpg",1.05827704322633,"tennis ball",0.789473684210526,-0.45409837061868,1,0.829268292682927,0.142857142857143,0.945454545454545,2.86443783183868
"73","Bamboo.jpg",2.6274906310815,"bamboo",0.347826086956522,0.0527072593218453,0.333333333333333,0.375,0.5,0.892857142857143,2.57704452796226
"74","Banana.jpg",0.913282964165099,"banana",0.789473684210526,-0.943477235371243,0,0.285714285714286,0,0.769230769230769,2.46798031349838
"75","Bandage_Adhesive.jpg",1.48053886783625,"bandaid",0.714285714285714,0.364848602115602,1,0.166666666666667,0.142857142857143,0.636363636363636,2.44892118836151
"76","Bandage_Wrap.jpg",3.57246945877014,"bandage",0.176470588235294,-0.604750236305327,1,0.285714285714286,0.285714285714286,0.91304347826087,2.87212697000629
"77","Barbecue_Charcoal.jpg",1.16354020112107,"grill",0.789473684210526,0.314239875903427,1,0.826086956521739,0.888888888888889,0.82,3.01553058068728
"78","Barbecue_Gas.jpg",1.33724493929588,"grill",0.736842105263158,0.186509854340436,1,0.714285714285714,1,0.724137931034483,1.30148109617337
"79","Bark.jpg",2.32533146012881,"bark",0.473684210526316,-1.00545493836725,0.333333333333333,0.875,0.428571428571429,0.923076923076923,3.54045764380041
"80","Barometer.jpg",1.87847751298812,"barometer",0.631578947368421,0.152872582939328,0.875,0.5,0.285714285714286,0.875,2.53334350747665
"81","Barometer_Wood.jpg",3.3502090290999,"barometer",0.222222222222222,0.0694581370864734,1,0.186046511627907,0.625,0.773584905660377,2.53686060206994
"82","Barrel_Upright.jpg",1.48322619697091,"barrel",0.631578947368421,-0.84074676200261,1,0.8,1,0.98,2.38006390263662
"83","Barrel_Wine.jpg",2.86382639009082,"barrel",0.333333333333333,0.275837131086264,1,0.857142857142857,1,0.884615384615385,2.04000093587984
"84","Basket_Bread.jpg",2.32208472761787,"bread basket",0.388888888888889,1.32595053317317,0.444444444444444,0,0.7,0.866666666666667,2.26112099701279
"85","Basket_Firewood.jpg",2.90550319060819,"basket",0.257142857142857,-0.554504627359255,0.888888888888889,0.5,1,0.9,2.41252917378976
"86","Basket_Plastic.jpg",2.13917590585566,"basket",0.5,-0.506371289172533,1,0.142857142857143,0.7,0.709677419354839,1.88762032076571
"87","Basket_Straw.jpg",0.913282964165099,"basket",0.789473684210526,-0.545771173864306,0.875,0.25,0.833333333333333,0.636363636363636,1.83229555491834
"88","BasketballHoop.jpg",2.03457236581147,"basketball hoop",0.578947368421053,0.258601010921026,1,0.875,1,0.84,2.47799774261105
"89","Baster.jpg",2.17935020245377,"baster",0.368421052631579,-0.572848219326683,1,0.125,0.125,0.740740740740741,1.32012049947206
"90","Bat_Baseball.jpg",1.24484066997192,"baseball bat",0.473684210526316,-0.727934855664004,0.875,0.875,0.833333333333333,0.88,1.42833389520189
"91","Bat_Cricket.jpg",3.99767027648761,"bat",0.157894736842105,0.194220850549684,1,0.666666666666667,0.833333333333333,0.80952380952381,2.41026339359939
"92","Bathtub.jpg",2.01709497815508,"bathtub",0.391304347826087,0.493722373850917,1,0,1,0.678571428571429,1.84670187855782
"93","Battery_AA.jpg",0.64020643336047,"battery",0.882352941176471,-0.735164787170912,1,0.125,0.142857142857143,0.884615384615385,2.60345126261656
"94","Battery_Car.jpg",1.23638641087129,"battery",0.526315789473684,-0.253430225480041,1,0.777777777777778,0.888888888888889,0.666666666666667,1.73088073265888
"95","Beaker.jpg",3.0031125421592,"beaker",0.368421052631579,0.369505458390803,1,0.142857142857143,0.222222222222222,0.88,2.5347241760047
"96","BearPolar.jpg",0.64020643336047,"polar bear",0.882352941176471,1.54175021855491,0,1,1,0.884615384615385,2.19283758551668
"97","Beater_Electric.jpg",2.10722571322807,"mixer",0.62962962962963,-0.00724801225563726,1,0.125,0.857142857142857,0.739130434782609,1.66074312270531
"98","Bed_ChildBirch.jpg",1.66883888985043,"bed",0.666666666666667,0.0306855443114152,0.888888888888889,0.285714285714286,0.75,0.703703703703704,1.73346251739325
"99","Bed_Hospital.jpg",1.73348343392688,"hospital bed",0.631578947368421,0.756298950030551,1,0.142857142857143,1,0.75,2.46064531145716
"100","Bed_QueenSize.jpg",0.589626181187314,"bed",0.892857142857143,0.764674960405516,1,0.125,1,0.642857142857143,2.13493139531928
"101","Bell_Hand.jpg",0.879506460812006,"bell",0.842105263157895,-0.37931614007798,1,0.222222222222222,0,0.766666666666667,1.77704468884562
"102","Bellows.jpg",3.96981578242681,"bellow",0.117647058823529,-0.25944085297957,1,0.428571428571429,0.444444444444444,0.576923076923077,1.34437752279993
"103","Bells_Christmas.jpg",2.70482758622629,"bells",0.357142857142857,0.137652353931009,1,0.333333333333333,0.25,0.826086956521739,2.97564844857829
"104","Belt.jpg",0.650022421648354,"belt",0.833333333333333,-0.440903384556559,1,0.142857142857143,0.111111111111111,0.846153846153846,1.96474582418068
"105","Bench_Black.jpg",0.511577970015247,"bench",0.911764705882353,-0.50260411601828,1,0.880952380952381,1,0.867924528301887,2.52170533733047
"106","Bench_Concrete.jpg",0.914182838435214,"bench",0.833333333333333,0.184232596893527,1,0.666666666666667,0.857142857142857,0.857142857142857,2.09752728610351
"107","Bench_Park.jpg",0.59072391864065,"bench",0.894736842105263,-0.324851735842651,1,0.875,0.857142857142857,0.846153846153846,1.32736880398736
"108","Bench_Wooden.jpg",1.61371297036738,"bench",0.647058823529412,-0.479094099139963,1,0.333333333333333,0.857142857142857,0.692307692307692,1.68923365612917
"109","Bib.jpg",0.847584679824574,"bib",0.85,-0.232006037545734,1,0.222222222222222,0.2,0.833333333333333,2.28543246340524
"110","Bible.jpg",0.914182838435214,"bible",0.833333333333333,0.346736828459468,1,0,0.125,0.904761904761905,2.56733327784887
"111","Bicycle_Adult.jpg",1.93998247436356,"bike",0.5,0.366994648355606,1,1,1,0.653846153846154,1.75546267975309
"112","Bicycle_Kids.jpg",1.49692754611459,"bike",0.529411764705882,0.279927073703998,1,0.875,1,0.846153846153846,2.24071658163355
"113","BicycleBrake.jpg",3.23909791798879,"handlebar",0.222222222222222,-0.456429444361103,1,0.75,0.875,0.766666666666667,2.15399016315449
"114","BicycleChain.jpg",3.02586009508182,"gears",0.263157894736842,0.322219743679238,1,0.833333333333333,0.375,0.892857142857143,2.70710058452884
"115","BicycleGear.jpg",3.01057093426848,"gear",0.315789473684211,-0.806044843654208,1,0.625,0.428571428571429,0.814814814814815,2.07076661094968
"116","BicycleHandleGrip.jpg",3.57661764490867,"",0.210526315789474,-0.723569473083625,1,0.295454545454545,0.142857142857143,0.826923076923077,2.72823133625685
"117","BicycleOdometer.jpg",2.96938941952916,"gps",0.277777777777778,-0.728262101642354,1,0.444444444444444,0.142857142857143,0.551724137931034,1.46519631942602
"118","BicyclePedal.jpg",3.31341119262112,"pedals",0.28,-0.197022267810276,1,0.714285714285714,0.428571428571429,0.739130434782609,2.40949192843781
"119","BicycleReflector.jpg",3.46132014021101,"bike light",0.222222222222222,0.325412829138077,1,0.75,0.25,0.84,2.39952944351939
"120","BicycleSeat.jpg",2.24586961779581,"bike seat",0.473684210526316,0.118734429125274,1,0.857142857142857,0.5,0.807692307692308,2.31552736620706
"121","BicycleWheel.jpg",1.71604770629442,"wheel",0.684210526315789,-0.504377230196369,1,1,1,0.72,2.13254740800781
"122","BicycleWheelRusty.jpg",1.77321435509338,"wheel",0.631578947368421,-0.504377230196369,1,1,0.875,0.774193548387097,2.89392691523019
"123","BikiniTop.jpg",1.87312524570717,"bra",0.527777777777778,0.264408554765651,1,0.333333333333333,0.125,0.827586206896552,2.79326587989588
"124","Binder.jpg",1.61078454839968,"binder",0.684210526315789,-0.721365453902243,1,0.125,0.75,0.851851851851852,1.83604740261597
"125","Bindings_Snowboard.jpg",3.57246945877014,"shoes",0.176470588235294,0.113442875168225,1,0.5,0.428571428571429,0.923076923076923,3.22881996301204
"126","Binoculars.jpg",2.08385618977472,"binoculars",0.64,0.396727125695103,1,0.428571428571429,0.142857142857143,0.785714285714286,1.55634828152976
"127","BinRecycling.jpg",2.48855486219285,"recycle bin",0.333333333333333,-0.306972019449895,1,0.375,1,0.68,2.30161343493042
"128","Bird_Budgie.jpg",2.09369375314529,"bird",0.375,-0.424977841116692,0.111111111111111,0.714285714285714,0,0.814814814814815,2.02011805045223
"129","Bird_CanadianGoose.jpg",1.77995000096154,"goose",0.666666666666667,0.230452727845601,0.111111111111111,1,1,0.888888888888889,1.65136764814281
"130","Bird_Cardinal.jpg",2.61436944588676,"cardinal",0.444444444444444,1.64830869522755,0,1,0.25,0.72,2.38558459801041
"131","Bird_Duck.jpg",2.17883007355711,"duck",0.4,-0.022219542792996,0.111111111111111,0.833333333333333,1,0.8,2.08761697819985
"132","Bird_Eagle.jpg",1.08480635484551,"eagle",0.772727272727273,1.33022812990853,0.111111111111111,1,0.875,0.814814814814815,1.57026956907967
"133","Bird_Falcon.jpg",2.10541058706841,"eagle",0.388888888888889,0.389688877366558,0.111111111111111,0.857142857142857,0.8,0.84,2.35419526714836
"134","Bird_Hen.jpg",1.56268803930391,"chicken",0.631578947368421,0.189627310021762,0.2,0.857142857142857,1,0.928571428571429,2.66361349499245
"135","Bird_Parrot.jpg",1.65045501510429,"parrot",0.628571428571429,0.812749701694784,0,0.833333333333333,0.25,0.904761904761905,2.15079295035869
"136","Bird_Peacock.jpg",0.741280570602306,"peacock",0.885714285714286,1.7376865644004,0.25,1,0.75,0.884615384615385,2.96720474082563
"137","Bird_Pelican.jpg",2.21329828206044,"pelican",0.555555555555556,0.618269374260421,0,1,0.875,0.88,2.62109038498427
"138","Bird_Tern.jpg",0.879506460812006,"bird",0.842105263157895,-0.465317226317404,0.125,1,0.2,0.807692307692308,2.29550064556173
"139","Bird_Toucan.jpg",2.88954943086209,"toucan",0.294117647058824,0.871689760858619,0.111111111111111,0.833333333333333,0.285714285714286,0.85,1.80114306328018
"140","Birdhouse.jpg",1.26393342948563,"bird house",0.470588235294118,-0.792847027695727,1,1,0.625,0.884615384615385,3.04697599080833
"141","Blackboard.jpg",2.0499547418625,"chalkboard",0.538461538461538,-0.382065152337212,1,0.142857142857143,0.875,0.740740740740741,2.37729514539823
"142","Blade_Tablesaw.jpg",2.93299930663729,"saw blade",0.333333333333333,-0.249978796723253,1,0.714285714285714,0.428571428571429,0.730769230769231,2.04121797686882
"143","Blanket.jpg",2.11062591800223,"towel",0.5,-0.768980725173043,1,0.146341463414634,0.142857142857143,0.8,2.08348802541623
"144","Bleachers.jpg",1.40025823261021,"bleachers",0.684210526315789,-0.586394899529231,1,0.75,1,0.925925925925926,3.28001822873409
"145","BloodpPresureCuff.jpg",3.36609132911919,"blood pressure monitor",0.210526315789474,0.465702824952827,1,0.222222222222222,0.125,0.806451612903226,1.77335222722267
"146","Blueberry.jpg",1.38627409389597,"blueberries",0.722222222222222,0.733684983518138,0,0.777777777777778,0.142857142857143,0.884615384615385,3.06111156972858
"147","Blueprints.jpg",2.39599887053484,"blueprints",0.470588235294118,0.147190125928283,1,0,0.3,0.838709677419355,2.72083302346288
