stimulus,memorability,scaled_memory_hits,score_emotional,sd_emotional,score_humanmade,sd_humanmade,score_outdoors,sd_outdoors,score_shoebox,sd_shoebox,humanmade_pass,outdoors_pass,shoebox_pass,humanmade_response,outdoors_response,shoebox_response,scaled_emotional,h_index,modal_response,proportion_response,unique,scaled_name
Whip.jpg,0.004793509,0.491127647,0.279645779,0.69502842,1,0,0.375,0.51754917,0.625,0.51754917,1,0,0,human-made,NA,NA,0.744997141,0.899567632,whip,0.827586207,1,0.793024585
Makeup_Eyeshadow.jpg,-0.019545649,0.394390384,-0.038193432,0.661879695,1,0,0,0,1,0,1,1,1,human-made,indoors,smaller than a shoebox,0.545454545,1.476120721,makeup,0.538461538,0,0.599199543
Gun_Nerf.jpg,-0.073984663,0.2209502,0.191546555,0.839585797,1,0,0.25,0.46291005,0.777777778,0.440958552,1,0,0,human-made,NA,NA,0.685534591,1.867965358,nerf gun,0.526315789,1,0.451114923
VacuumHead.jpg,-0.124994544,0.113909559,-0.506094894,0.65846104,1,0,0.25,0.46291005,0.428571429,0.534522484,1,0,0,human-made,NA,NA,0.173241852,2.366136318,vacuum,0.514285714,0,0.27672956
Donut.jpg,0.164481155,0.960503721,1.835187433,0.781803359,0.888888889,0.333333333,0.125,0.353553391,0.777777778,0.440958552,1,1,0,human-made,indoors,NA,0.991423671,0.708596698,donut,0.852941176,1,0.842767296
ProcessorFood_Old.jpg,0.064214918,0.720091586,-0.16048394,1.225872976,1,0,0.111111111,0.333333333,0.222222222,0.440958552,1,1,0,human-made,indoors,NA,0.456832476,1.571346433,grinder,0.56,0,0.552887364
SafetyPin.jpg,-0.003732567,0.463651975,0.170203577,1.104117053,1,0,0.125,0.353553391,1,0,1,1,1,human-made,indoors,smaller than a shoebox,0.67238422,1.28439016,safety pin,0.657142857,1,0.658090337
BicyclePedal.jpg,-0.046123618,0.299942759,-0.372002952,0.42724977,1,0,0.714285714,0.487950036,0.571428571,0.534522484,1,0,0,human-made,NA,NA,0.284162379,2.462683189,pedals,0.36,1,0.249285306
Milkshake_Strawberry.jpg,0.064891087,0.722381225,1.05658103,0.969228149,1,0,0.125,0.353553391,1,0,1,1,1,human-made,indoors,smaller than a shoebox,0.943396226,1.99107606,milkshake,0.555555556,0,0.4053745
NintendoWii.jpg,0.014932921,0.536348025,1.914606671,2.184589248,1,0,0.125,0.353553391,0.2,0.447213595,1,1,0,human-made,indoors,NA,0.993710692,2.308270835,wii,0.444444444,1,0.294453974
Bowl_Cereal.jpg,0.074013045,0.757870635,-0.110150547,1.065092076,0.888888889,0.333333333,0.125,0.353553391,0.777777778,0.440958552,1,1,0,human-made,indoors,NA,0.501429388,2.591793226,cereal,0.388888889,1,0.206403659
Lips_Wax.jpg,0.147339451,0.941041786,1.225341257,0.81320853,0.857142857,0.377964473,0,0,0.857142857,0.377964473,1,1,1,human-made,indoors,smaller than a shoebox,0.965694683,0.770343771,lips,0.833333333,0,0.827901658
Mixer_Cement.jpg,-0.007271101,0.447624499,-0.378848373,0.238322679,1,0,0.857142857,0.377964473,0,0,1,1,1,human-made,outdoors,larger than a shoebox,0.280731847,2.46132014,cement mixer,0.444444444,1,0.250428816
Bench_Park.jpg,0.039774855,0.637092158,-0.321199818,0.623456349,1,0,0.875,0.353553391,0.142857143,0.377964473,1,1,1,human-made,outdoors,larger than a shoebox,0.325328759,0.365098985,bench,0.944444444,0,0.939965695
Leaf_Clover.jpg,0.07772458,0.774470521,1.511895704,0.519065925,0.125,0.353553391,0.75,0.46291005,1,0,1,0,1,natural,NA,smaller than a shoebox,0.982275586,1.640223929,clover,0.533333333,1,0.528873642
Toy_Wooden rings.jpg,-0.004750549,0.457927876,-0.169137656,0.675903012,1,0,0.25,0.46291005,0.625,0.51754917,1,0,0,human-made,NA,NA,0.449971412,1.959077565,toy,0.62962963,0,0.417953116
HairCurler.jpg,-0.005166112,0.456210647,-0.807580293,0.537102568,1,0,0.25,0.46291005,0.75,0.46291005,1,0,0,human-made,NA,NA,0.021154946,2.886175004,hair roller,0.291666667,1,0.131503716
Glass_Ball.jpg,0.047374798,0.662850601,-0.580840295,0.298090491,1,0,0.428571429,0.534522484,0.428571429,0.534522484,1,0,0,human-made,NA,NA,0.114922813,2.060262039,ball,0.592592593,0,0.381932533
Handcuffs.jpg,0.023638755,0.574127075,0.040953717,1.1339169,1,0,0.375,0.51754917,1,0,1,0,1,human-made,NA,smaller than a shoebox,0.597484277,0.522978426,handcuffs,0.909090909,1,0.90051458
Carrot.jpg,0.049498231,0.669719519,-0.041854797,0.705423236,0,0,0.428571429,0.534522484,1,0,1,0,1,natural,NA,smaller than a shoebox,0.540880503,0.222284831,carrots,0.964285714,1,0.974271012
Toy_Moose.jpg,-0.020616807,0.390955924,-0.307984286,0.524102836,1,0,0.625,0.51754917,0.857142857,0.377964473,1,0,1,human-made,NA,smaller than a shoebox,0.333905089,3.419381946,moose,0.166666667,1,0.035448828
Bird_Cardinal.jpg,-0.06531319,0.239267315,1.765882008,1.456914208,0,0,1,0,0.75,0.46291005,1,1,0,natural,outdoors,NA,0.989708405,2.131282485,cardinal,0.454545455,1,0.357918811
Toy_Alien.jpg,-0.030145648,0.358900973,-0.043804653,0.799057131,1,0,0.125,0.353553391,0.555555556,0.527046277,1,1,0,human-made,indoors,NA,0.537449971,2.221928095,toy alien,0.4,1,0.323041738
Pretzel_Sticks.jpg,0.196135138,0.991986262,-0.494189567,0.867476516,0.857142857,0.377964473,0.125,0.353553391,1,0,1,1,1,human-made,indoors,smaller than a shoebox,0.180674671,1.021119189,pretzels,0.72,1,0.758719268
Camera_Digital.jpg,-0.287326856,0.005151689,-0.711224599,0.614968727,1,0,0.125,0.353553391,0.833333333,0.40824829,1,1,1,human-made,indoors,smaller than a shoebox,0.051457976,0.644974209,camera,0.875,0,0.858776444
GrillRack.jpg,-0.054328022,0.271894677,-0.586461656,0.728675021,1,0,0.375,0.51754917,0.166666667,0.40824829,1,0,1,human-made,NA,larger than a shoebox,0.112635792,2.617492461,grate,0.416666667,1,0.19782733
ShearsGarden.jpg,-0.10816193,0.144819691,-0.330936471,0.959048673,1,0,0.75,0.46291005,0.4,0.516397779,1,0,0,human-made,NA,NA,0.31675243,2.892702173,shears,0.347826087,0,0.129216695
BoxTrailer.jpg,-0.174981451,0.049227247,-0.10196062,0.870932885,1,0,1,0,0.166666667,0.40824829,1,1,1,human-made,outdoors,larger than a shoebox,0.508862207,0.879506461,trailer,0.842105263,1,0.799313894
Pig.jpg,0.053098779,0.681740126,0.452279648,1.233914985,0.1,0.316227766,1,0,0,0,1,1,1,natural,outdoors,larger than a shoebox,0.817610063,0.337290067,pig,0.9375,1,0.945111492
Harmonica.jpg,-0.165344203,0.060103034,0.088828445,0.765486353,1,0,0.142857143,0.377964473,1,0,1,1,1,human-made,indoors,smaller than a shoebox,0.627215552,0.543564443,harmonica,0.875,1,0.89193825
Clock_Radioalarm.jpg,-0.141586412,0.085289067,0.24306931,0.89542834,1,0,0.125,0.353553391,0.833333333,0.40824829,1,1,1,human-made,indoors,smaller than a shoebox,0.720983419,2.252200601,alarm clock,0.482758621,0,0.312750143
Toy_Motorcycle.jpg,-0.12930364,0.105323412,-0.216338283,0.663981866,1,0,0.285714286,0.487950036,0.857142857,0.377964473,1,0,1,human-made,NA,smaller than a shoebox,0.407661521,2.056564762,toy motorcycle,0.533333333,1,0.383076043
Toy_SandRake.jpg,-0.029505279,0.361190612,-0.293175699,0.828743845,0.888888889,0.333333333,0.714285714,0.487950036,0.625,0.51754917,1,0,0,human-made,NA,NA,0.349914237,2.967064754,rake,0.388888889,0,0.112064037
RiceCooker.jpg,-0.37706477,5.72E-04,0.420120861,0.828404448,1,0,0,0,0.142857143,0.377964473,1,1,1,human-made,indoors,larger than a shoebox,0.803316181,2.512054891,rice cooker,0.347826087,1,0.230417381
Kettle.jpg,-0.133956168,0.096737264,-0.176037744,1.027968006,1,0,0,0,0.4,0.516397779,1,1,0,human-made,indoors,NA,0.444253859,2.029399063,coffee pot,0.470588235,0,0.392795883
Brush_BathBack.jpg,0.009435107,0.511161992,-0.225695413,0.522880406,1,0,0,0,0.5,0.534522484,1,1,0,human-made,indoors,NA,0.400800457,1.892271866,brush,0.666666667,0,0.443110349
Bottle_Plastic.jpg,-0.017196054,0.405266171,-0.041902825,1.326713621,1,0,0.25,0.46291005,0.9,0.316227766,1,0,1,human-made,NA,smaller than a shoebox,0.540308748,1.181899058,water bottle,0.590909091,0,0.70268725
Popcorn.jpg,0.160611421,0.955924442,0.171218827,1.01881417,0.75,0.46291005,0,0,1,0,0,1,1,NA,indoors,smaller than a shoebox,0.672955975,0.109285715,popcorn,0.985507246,1,0.994854202
Iron_Antique.jpg,-0.00858381,0.441327991,0.303667711,1.079828585,1,0,0.25,0.46291005,0.5,0.534522484,1,0,0,human-made,NA,NA,0.757004002,1.311002267,iron,0.75862069,1,0.651801029
Peppermill.jpg,-0.007486425,0.446479679,-0.040717478,0.907802204,1,0,0,0,1,0,1,1,1,human-made,indoors,smaller than a shoebox,0.54373928,3.222738561,pepper grinder,0.228571429,1,0.067467124
Cauliflower.jpg,0.041982239,0.647395535,-0.360238289,0.653800978,0.1,0.316227766,0.25,0.46291005,1,0,1,0,1,natural,NA,smaller than a shoebox,0.292166953,0.37313999,cauliflower,0.942857143,1,0.937106918
Toy_Truck.jpg,0.055320008,0.686891815,-0.572326717,0.722107432,1,0,0.5,0.534522484,0.571428571,0.534522484,1,0,0,human-made,NA,NA,0.124642653,1.975106032,toy truck,0.5,0,0.411092053
Crate_Wine.jpg,-0.00616648,0.452776188,0.242035439,1.108398394,1,0,0.25,0.46291005,0.571428571,0.534522484,1,0,0,human-made,NA,NA,0.718696398,1.337244939,wine,0.736842105,0,0.642652945
Dice.jpg,0.21247251,0.997137951,0.437229668,0.884354289,1,0,0.125,0.353553391,0.888888889,0.333333333,1,1,1,human-made,indoors,smaller than a shoebox,0.811320755,0.951813512,die,0.742857143,1,0.77301315
RemoteControl.jpg,-0.05101056,0.283915283,-0.494060302,0.185085695,1,0,0,0,0.875,0.353553391,1,1,1,human-made,indoors,smaller than a shoebox,0.181246427,1.17303067,remote,0.666666667,1,0.705546026
RickShaw.jpg,-0.051169697,0.282770464,-0.237885457,0.980028295,1,0,0.75,0.46291005,0,0,1,0,1,human-made,NA,larger than a shoebox,0.38707833,2.523986066,na,0.421052632,0,0.22813036
Skates.jpg,-0.05403168,0.274184316,0.191630726,0.900555922,1,0,0.625,0.51754917,0.6,0.547722558,1,0,0,human-made,NA,NA,0.686106346,0.942405133,ice skates,0.793103448,1,0.779302459
Dresser_1.jpg,-0.011474415,0.429307384,-0.615699205,0.73291444,1,0,0.125,0.353553391,0,0,1,1,1,human-made,indoors,larger than a shoebox,0.096626644,2.139835524,dresser,0.578947368,0,0.353344768
AllTerrain.jpg,-0.16080807,0.065827132,0.612866382,1.036190502,1,0,0.875,0.353553391,0,0,1,1,1,human-made,outdoors,larger than a shoebox,0.86049171,2.96938942,four wheeler,0.277777778,1,0.110920526
Celery.jpg,0.067606788,0.732684602,-0.630003403,0.597595464,0,0,0.375,0.51754917,0.571428571,0.534522484,1,0,0,natural,NA,NA,0.090337336,0.439496987,celery,0.909090909,1,0.915951973
GuineaPig.jpg,0.084707135,0.794504865,2.244985653,2.380191212,0.111111111,0.333333333,0.625,0.51754917,1,0,1,0,1,natural,NA,smaller than a shoebox,0.998856489,1.74065305,guinea pig,0.538461538,1,0.492853059
Heater_ElectricUpright.jpg,-0.194615445,0.03548941,-0.417012071,0.726076036,1,0,0.375,0.51754917,0,0,1,0,1,human-made,NA,larger than a shoebox,0.246426529,1.810929417,heater,0.62962963,0,0.473985134
Bucket_Ice.jpg,-0.178089331,0.046937607,-0.198247578,0.678131702,1,0,0.142857143,0.377964473,0.3,0.483045892,1,1,0,human-made,indoors,NA,0.427101201,2.443074189,ice bucket,0.48,0,0.252715838
Inukshuk.jpg,0.119911908,0.892386949,0.321468354,0.70487862,0.125,0.353553391,0.875,0.353553391,0,0,1,1,1,natural,outdoors,larger than a shoebox,0.763865066,2.135053392,rocks,0.391304348,1,0.356203545
BusStop.jpg,0.073230009,0.755580996,-0.724749158,0.25778592,1,0,0.625,0.51754917,0,0,1,0,1,human-made,NA,larger than a shoebox,0.038307604,2.305320651,bus stop,0.52173913,1,0.295025729
Photocopier.jpg,0.030219718,0.595878649,-0.539001265,0.392331346,1,0,0.375,0.51754917,0.166666667,0.40824829,1,0,1,human-made,NA,larger than a shoebox,0.145797599,2.438986576,copy machine,0.333333333,1,0.255574614
Cart_Wooden.jpg,-0.048548764,0.293073841,-0.133593141,0.73562337,1,0,1,0,0.111111111,0.333333333,1,1,1,human-made,outdoors,larger than a shoebox,0.480846198,1.971346433,wagon,0.56,0,0.412807318
Book_Paper.jpg,-0.168378991,0.056096165,-0.243800528,0.632684822,1,0,0.333333333,0.516397779,0.25,0.46291005,1,0,0,human-made,NA,NA,0.382504288,2.629249224,book,0.421052632,0,0.194968553
Lighter_Black.jpg,-0.006748374,0.450486548,0.863026207,1.681697428,0.9,0.316227766,0.142857143,0.377964473,0.714285714,0.487950036,1,1,0,human-made,indoors,NA,0.916523728,0.312211332,lighter,0.953846154,0,0.958833619
Basket_Straw.jpg,-0.116092798,0.128219805,-0.537828801,1.007151583,0.875,0.353553391,0.25,0.46291005,0.166666667,0.40824829,1,0,1,human-made,NA,larger than a shoebox,0.149799886,0.61800386,basket,0.882352941,0,0.865637507
Stone_Mill.jpg,0.063477202,0.716084717,0.255197849,1.116448291,0.888888889,0.333333333,0.857142857,0.377964473,0.625,0.51754917,1,1,0,human-made,outdoors,NA,0.730703259,3.146439345,na,0.3,0,0.078330475
Syringe_Blunt.jpg,0.005789348,0.497424156,-0.050792786,1.00872743,1,0,0.25,0.46291005,0.75,0.46291005,1,0,0,human-made,NA,NA,0.532304174,1.017801507,syringe,0.785714286,0,0.759291023
BadgeSpecialAgent.jpg,0.016111931,0.542072124,0.618207108,1.040801722,1,0,0.666666667,0.516397779,0.714285714,0.487950036,1,0,0,human-made,NA,NA,0.861063465,1.297231328,badge,0.518518519,1,0.65408805
Bag_Diaper.jpg,-0.134369474,0.096164854,-0.330865684,0.890747852,1,0,0,0,0.5,0.534522484,1,1,0,human-made,indoors,NA,0.317324185,2.110625918,bag,0.5,0,0.362492853
PaintRoller.jpg,-0.172082427,0.052661706,-0.408914059,0.189307648,1,0,0.125,0.353553391,0.5,0.534522484,1,1,0,human-made,indoors,NA,0.252144082,1.081967278,paint roller,0.774193548,0,0.736420812
Thumbtack.jpg,0.134932921,0.922152261,0.243475212,0.69116853,1,0,0.428571429,0.534522484,1,0,1,0,1,human-made,NA,smaller than a shoebox,0.721555174,2.546439345,na,0.2,0,0.220125786
TailLight.jpg,-0.093141298,0.167716085,-0.029489449,0.954273343,1,0,1,0,0.333333333,0.516397779,1,1,0,human-made,outdoors,NA,0.555746141,2.4482925,tail light,0.392857143,1,0.251000572
StampAndSeal.jpg,-0.094535151,0.164854035,-0.471175393,0.305437954,1,0,0.25,0.46291005,0.857142857,0.377964473,1,0,1,human-made,NA,smaller than a shoebox,0.206975415,0.399790067,stamp,0.9375,0,0.923956547
Ball_Squashball.jpg,-0.101589921,0.151688609,-0.243621053,0.597158803,1,0,0.666666667,0.516397779,0.285714286,0.487950036,1,0,0,human-made,NA,NA,0.383076043,0.627491844,ball,0.9,0,0.862778731
Bucket_Rusty.jpg,-0.288398669,0.004579279,-0.435986255,0.484912796,1,0,0.75,0.46291005,0.142857143,0.377964473,1,0,1,human-made,NA,larger than a shoebox,0.233847913,2.088220835,bucket,0.592592593,0,0.373927959
Table_Magazine.jpg,0.017538493,0.548941042,-0.414008433,0.535904604,1,0,0.285714286,0.487950036,0.285714286,0.487950036,1,0,0,human-made,NA,NA,0.249285306,3.410099327,na,0.217391304,0,0.036592338
Bowl_Flour.jpg,0.106599114,0.854607899,-0.244654098,0.699291793,0.625,0.51754917,0.25,0.46291005,0.625,0.51754917,0,0,0,NA,NA,NA,0.381932533,1.927242095,flour,0.565217391,0,0.428816467
BicycleWheel.jpg,-0.087641244,0.181453921,-0.513005956,0.370361984,1,0,1,0,0,0,1,1,1,human-made,outdoors,larger than a shoebox,0.161234991,0.98806367,wheel,0.84375,0,0.766152087
DVDPlayer.jpg,-0.031660692,0.354894104,-0.072000481,0.705931757,1,0,0.142857143,0.377964473,0.142857143,0.377964473,1,1,1,human-made,indoors,larger than a shoebox,0.523727844,1.556901076,dvd player,0.705882353,1,0.557461407
WashRack.jpg,0.068739425,0.737836291,-0.576733987,0.198691602,1,0,0.375,0.51754917,0,0,1,0,1,human-made,NA,larger than a shoebox,0.120068611,3.345719284,rack,0.294117647,1,0.044596913
Kebab_Vegetables.jpg,0.119038849,0.88895249,1.29050895,0.995913811,0.666666667,0.5,0.375,0.51754917,0.875,0.353553391,0,0,1,NA,NA,smaller than a shoebox,0.971412236,1.301251785,kebab,0.652173913,1,0.653516295
FireExtinguisher.jpg,-0.061543546,0.255294791,-0.249906244,0.75691652,1,0,0.375,0.51754917,0.25,0.46291005,1,0,0,human-made,NA,NA,0.376786735,0.503258335,fire extinguisher,0.888888889,1,0.903373356
Origami_Ox.jpg,0.10390273,0.844304522,-0.190521411,0.523940322,1,0,0.375,0.51754917,1,0,1,0,1,human-made,NA,smaller than a shoebox,0.433390509,1.441688284,origami,0.75,0,0.607775872
PoliceTape.jpg,0.178451467,0.975386377,0.064248068,0.949985112,1,0,1,0,0.888888889,0.333333333,1,1,1,human-made,outdoors,smaller than a shoebox,0.611206404,1.716047706,police tape,0.684210526,1,0.502572899
Container_Tupperware.jpg,-0.049029484,0.290784201,-0.436712359,0.926089913,1,0,0.142857143,0.377964473,0.857142857,0.377964473,1,1,1,human-made,indoors,smaller than a shoebox,0.233276158,2.229658208,tupperware,0.485714286,1,0.319611206
Fossil.jpg,0.167431005,0.965082999,0.14633723,1.044598652,0,0,0.875,0.353553391,0.8,0.421637021,1,1,0,natural,outdoors,NA,0.654659806,2.437728545,shell,0.434782609,0,0.256718125
Wheel_Steering.jpg,-0.10758903,0.14653692,-0.641620275,0.31773856,1,0,0.571428571,0.534522484,0.375,0.51754917,1,0,0,human-made,NA,NA,0.081189251,0.614369446,steering wheel,0.888888889,1,0.868496284
Flowers_DryBouquet.jpg,-0.012299908,0.423583286,0.253519206,0.96726762,0.9,0.316227766,0.428571429,0.534522484,0.5,0.527046277,1,0,0,human-made,NA,NA,0.730131504,1.418398882,bouquet,0.606060606,1,0.618639222
Case_Pencil.jpg,0.020298026,0.561534058,-0.815969562,0.466345176,1,0,0.25,0.46291005,0.571428571,0.534522484,1,0,0,human-made,NA,NA,0.020011435,3.202545962,bag,0.318181818,0,0.069754145
ControlPanel.jpg,-0.010646878,0.432741843,0.35305315,1.326446539,1,0,0.25,0.46291005,0,0,1,0,1,human-made,NA,larger than a shoebox,0.781017724,3.05881389,control panel,0.222222222,1,0.08976558
Sign_Wetfloor.jpg,0.065744756,0.724670864,-0.288195067,0.831164618,1,0,0.5,0.534522484,0.375,0.51754917,1,0,0,human-made,NA,NA,0.353344768,2.572623664,sign,0.363636364,0,0.212692967
Shorts_Sports.jpg,-0.129917453,0.103033772,-0.391214886,0.789765521,1,0,0.125,0.353553391,0.875,0.353553391,1,1,1,human-made,indoors,smaller than a shoebox,0.26815323,0.757853492,shorts,0.882352941,0,0.8324757
Pot_CastIron.jpg,-0.088548764,0.178591872,-0.225331486,0.817814638,1,0,0.125,0.353553391,0.444444444,0.527046277,1,1,0,human-made,indoors,NA,0.401943968,1.68594621,pot,0.676470588,0,0.511720983
Truck_Box.jpg,-0.01305272,0.419004007,0.131581604,0.597965728,1,0,1,0,0,0,1,1,1,human-made,outdoors,larger than a shoebox,0.648370497,1.478144492,truck,0.733333333,0,0.598056032
Ring_Plain.jpg,-0.003868419,0.463079565,-0.424575781,0.789817394,1,0,0.125,0.353553391,1,0,1,1,1,human-made,indoors,smaller than a shoebox,0.239565466,0.557854446,ring,0.914285714,0,0.885648942
Car_Totalled.jpg,-0.031033261,0.356611334,0.731763503,1.012168205,1,0,1,0,0.1,0.316227766,1,1,1,human-made,outdoors,larger than a shoebox,0.894225272,3.00869497,car,0.3,0,0.09948542
Butterfly.jpg,0.037635286,0.627361191,0.405960904,0.86593931,0.111111111,0.333333333,1,0,0.9,0.316227766,1,1,1,natural,outdoors,smaller than a shoebox,0.799885649,0.570401499,butterfly,0.911764706,1,0.8810749
Mat_Bamboo.jpg,0.086595501,0.800228964,-0.752692857,0.450130747,1,0,0.25,0.46291005,0.428571429,0.534522484,1,0,0,human-made,NA,NA,0.02915952,2.897849384,mat,0.368421053,1,0.128073185
Spoon_Baby.jpg,-0.20248248,0.030910132,-0.035143751,1.002448898,1,0,0,0,1,0,1,1,1,human-made,indoors,smaller than a shoebox,0.548885077,0.878514187,spoon,0.833333333,0,0.799885649
Crown.jpg,0.087116157,0.802518603,0.527840163,0.694810548,1,0,0.375,0.51754917,0.666666667,0.516397779,1,0,0,human-made,NA,NA,0.837621498,0.15374218,crown,0.977777778,1,0.993710692
Wreath.jpg,0.138996467,0.930165999,0.145746552,0.819501966,0.555555556,0.527046277,0.5,0.534522484,0.142857143,0.377964473,0,0,1,NA,NA,larger than a shoebox,0.65408805,0.183122068,wreath,0.972222222,1,0.988564894
MeasuringTape.jpg,0.098644504,0.828277046,-0.064941504,0.875930297,1,0,0.444444444,0.527046277,1,0,1,0,1,human-made,NA,smaller than a shoebox,0.526014866,1.351644115,tape measure,0.555555556,1,0.636935392
Toy_RaceTrack.jpg,-0.163624427,0.063537493,-0.44875925,0.482794484,1,0,0.142857143,0.377964473,0.166666667,0.40824829,1,1,1,human-made,indoors,larger than a shoebox,0.224699828,1.962354484,track,0.409090909,1,0.417381361
Hottub.jpg,-0.062514218,0.254149971,1.065915815,1.02279078,1,0,0.857142857,0.377964473,0,0,1,1,1,human-made,outdoors,larger than a shoebox,0.945683248,1.565139898,hot tub,0.647058824,1,0.555746141
TelephoneJack.jpg,-0.079240352,0.201488266,-0.260194581,1.054360699,1,0,0.142857143,0.377964473,0.875,0.353553391,1,1,1,human-made,indoors,smaller than a shoebox,0.369925672,3.239097918,na,0.222222222,0,0.064036592
Compressor.jpg,0.105058232,0.848311391,-0.483037788,0.327914188,1,0,0.571428571,0.534522484,0,0,1,0,1,human-made,NA,larger than a shoebox,0.188679245,3.347425798,air compressor,0.205882353,1,0.043453402
Heelpad.jpg,0.088468471,0.805380653,-0.720478476,0.20163018,0.857142857,0.377964473,0.25,0.46291005,0.888888889,0.333333333,1,0,1,human-made,NA,smaller than a shoebox,0.044025157,3.241446071,na,0.25,0,0.062893082
ProcessorFood_Modern.jpg,-0.231065661,0.021179164,0.141621892,0.814284996,1,0,0.125,0.353553391,0,0,1,1,1,human-made,indoors,larger than a shoebox,0.651801029,2.598726955,blender,0.387096774,1,0.204688393
SlideViewer.jpg,-0.32318642,0.00171723,-0.409600376,0.524992633,1,0,0.5,0.534522484,0.571428571,0.534522484,1,0,0,human-made,NA,NA,0.251572327,3.343354621,na,0.346153846,0,0.045168668
Beater_Electric.jpg,-0.023097618,0.383514596,0.576890693,1.044742726,1,0,0.125,0.353553391,0.142857143,0.377964473,1,1,1,human-made,indoors,larger than a shoebox,0.855917667,1.437301241,mixer,0.772727273,0,0.61292167
Cake_Birthday.jpg,0.164462574,0.959931311,1.26571436,1.22513336,1,0,0.125,0.353553391,0.375,0.51754917,1,1,0,human-made,indoors,NA,0.969125214,1.162563308,birthday cake,0.608695652,1,0.710120069
Neckrest.jpg,0.065197112,0.723526045,0.069354101,0.878009926,1,0,0,0,0.5,0.534522484,1,1,0,human-made,indoors,NA,0.616923957,1.489758698,neck pillow,0.484848485,1,0.586049171
DogToy.jpg,0.119631353,0.891242129,-0.576981883,0.400191736,1,0,0.25,0.46291005,1,0,1,0,1,human-made,NA,smaller than a shoebox,0.119496855,2.416499785,bone,0.411764706,0,0.263579188
Toy_DogBall.jpg,0.106561752,0.854035489,-0.25068739,0.908071633,0.888888889,0.333333333,0.125,0.353553391,0.833333333,0.40824829,1,1,1,human-made,indoors,smaller than a shoebox,0.37621498,2.976681184,ball,0.451612903,0,0.10806175
Pasta_Spaghetti.jpg,0.136374282,0.9244419,0.103624493,0.681389853,0.666666667,0.5,0.125,0.353553391,0.888888889,0.333333333,0,1,1,NA,indoors,smaller than a shoebox,0.63464837,0.858508563,spaghetti,0.838709677,1,0.803316181
AnsweringMachine.jpg,-0.121126262,0.121350887,-0.249183394,0.43069626,1,0,0.25,0.46291005,0.777777778,0.440958552,1,0,0,human-made,NA,NA,0.379073756,2.322084728,thermostat,0.388888889,0,0.289879931
Pickaxe.jpg,0.045473121,0.657698912,-0.53805893,0.46121945,1,0,0.875,0.353553391,0.285714286,0.487950036,1,1,0,human-made,outdoors,NA,0.148656375,2.42671699,pickaxe,0.481481481,1,0.261292167
Leg.jpg,0.102192671,0.841442473,-0.466116921,0.638505883,0,0,0,0,0.222222222,0.440958552,1,1,0,natural,indoors,NA,0.210977702,0.500711588,leg,0.914285714,1,0.907375643
Card_QueenSpade.jpg,0.066174019,0.725815684,0.21382496,0.948063732,1,0,0,0,1,0,1,1,1,human-made,indoors,smaller than a shoebox,0.696969697,1.832551817,cards,0.583333333,0,0.462550029
Toy_Slide.jpg,0.107825298,0.860331998,0.426549129,0.977086189,1,0,0.875,0.353553391,0.285714286,0.487950036,1,1,0,human-made,outdoors,NA,0.805603202,1.091571887,slide,0.821428571,0,0.734133791
Bag_Hand.jpg,-0.200918616,0.032627361,-0.706091591,0.535345157,1,0,0.25,0.46291005,0.714285714,0.487950036,1,0,0,human-made,NA,NA,0.052601487,2.281424939,bag,0.318181818,0,0.300743282
PyramidWooden.jpg,0.054637771,0.684602175,-0.730819628,0.541562643,1,0,0.375,0.51754917,0.625,0.51754917,1,0,0,human-made,NA,NA,0.033733562,1.09753784,pyramid,0.777777778,0,0.733562035
Toy_DinosaurTRex.jpg,0.067311152,0.729250143,0.146707322,0.872677099,0.5,0.527046277,0.5,0.534522484,0.714285714,0.487950036,0,0,0,NA,NA,NA,0.655803316,1.789526332,dinosaur,0.6,0,0.479130932
Machine_EKG.jpg,-0.007233052,0.448196909,-0.463900409,0.805075297,1,0,0.142857143,0.377964473,0.222222222,0.440958552,1,1,0,human-made,indoors,NA,0.212121212,3.115834092,ekg,0.210526316,1,0.081189251
AlarmSystem.jpg,-0.075858433,0.212936463,-0.654193201,0.335809991,1,0,0.166666667,0.40824829,0.75,0.46291005,1,1,0,human-made,indoors,NA,0.075471698,2.897849384,thermostat,0.368421053,0,0.128073185
Drum_Brazilan.jpg,-0.024193333,0.380080137,0.247791056,1.11083852,1,0,0.25,0.46291005,0,0,1,0,1,human-made,NA,larger than a shoebox,0.725557461,0.844214185,drum,0.848484848,0,0.809033734
Bed_QueenSize.jpg,-0.165360734,0.059530624,0.848688598,1.796050245,1,0,0.125,0.353553391,0,0,1,1,1,human-made,indoors,larger than a shoebox,0.914808462,0.365791974,bed,0.943396226,0,0.937678674
IceCream_Chocolate.jpg,-0.045262686,0.301659989,0.786229204,1.035371075,0.444444444,0.527046277,0.125,0.353553391,1,0,0,1,1,NA,indoors,smaller than a shoebox,0.906803888,1.194173734,ice cream,0.611111111,1,0.699256718
Hangar.jpg,0.08948153,0.807670292,-0.477884295,0.712484856,1,0,0.875,0.353553391,0.142857143,0.377964473,1,1,1,human-made,outdoors,larger than a shoebox,0.197255575,3.96132014,barn,0.222222222,1,0.003430532
Case_DVD.jpg,0.114808986,0.878076703,0.520370932,0.844748408,1,0,0,0,0.875,0.353553391,1,1,1,human-made,indoors,smaller than a shoebox,0.833619211,2.637918503,dvd,0.416666667,1,0.191538022
